0,1,2,3,4,5,label
-52,-52,-53,-65,-77,-85,1
-50,-53,-54,-68,-76,-85,1
-54,-53,-55,-66,-77,-85,1
-52,-56,-52,-66,-80,-89,1
-57,-49,-53,-62,-79,-87,1
-60,-59,-55,-70,-79,-85,1
-58,-56,-55,-71,-84,-87,1
-58,-55,-54,-70,-81,-87,1
-56,-58,-53,-70,-81,-88,1
-66,-57,-52,-70,-84,-84,1
-57,-58,-57,-68,-86,-83,1
-60,-73,-58,-68,-88,-92,1
-59,-57,-50,-72,-80,-91,1
-59,-56,-50,-63,-80,-91,1
-62,-56,-50,-63,-83,-89,1
-61,-56,-49,-64,-84,-89,1
-60,-55,-49,-63,-85,-89,1
-60,-56,-50,-63,-84,-87,1
-61,-55,-49,-62,-84,-89,1
-61,-55,-53,-72,-85,-92,1
-57,-62,-55,-60,-86,-83,1
-56,-60,-48,-60,-86,-83,1
-59,-57,-51,-62,-77,-85,1
-58,-55,-49,-60,-80,-83,1
-64,-53,-52,-63,-73,-78,1
-66,-57,-51,-70,-81,-80,1
-64,-58,-53,-70,-84,-80,1
-61,-57,-51,-67,-83,-76,1
-64,-58,-51,-70,-86,-78,1
-64,-59,-49,-71,-87,-77,1
-62,-59,-50,-66,-85,-77,1
-62,-59,-52,-68,-85,-78,1
-64,-57,-51,-64,-85,-78,1
-63,-60,-53,-67,-83,-85,1
-60,-57,-54,-64,-84,-83,1
-58,-55,-54,-67,-86,-83,1
-52,-52,-51,-63,-78,-74,1
-53,-54,-53,-62,-83,-82,1
-46,-52,-52,-57,-77,-82,1
-46,-50,-54,-63,-87,-77,1
-54,-50,-54,-60,-81,-79,1
-56,-53,-52,-58,-89,-86,1
-52,-53,-53,-56,-78,-79,1
-55,-55,-54,-65,-85,-78,1
-51,-51,-55,-59,-89,-78,1
-52,-51,-56,-59,-89,-84,1
-53,-52,-56,-58,-85,-88,1
-52,-51,-57,-64,-86,-91,1
-52,-50,-58,-57,-85,-88,1
-53,-50,-58,-58,-84,-87,1
-54,-53,-60,-60,-86,-91,1
-54,-50,-55,-63,-85,-81,1
-52,-54,-55,-64,-83,-74,1
-52,-54,-53,-56,-83,-79,1
-50,-50,-55,-57,-76,-75,1
-55,-50,-53,-62,-76,-75,1
-57,-51,-51,-60,-79,-80,1
-50,-53,-47,-63,-76,-79,1
-51,-49,-48,-54,-77,-77,1
-47,-50,-49,-59,-80,-85,1
-55,-48,-52,-62,-80,-79,1
-52,-50,-49,-60,-77,-76,1
-59,-57,-49,-67,-85,-83,1
-56,-51,-49,-67,-84,-81,1
-60,-59,-46,-68,-78,-83,1
-54,-53,-51,-61,-83,-81,1
-51,-50,-48,-64,-82,-78,1
-56,-54,-52,-63,-80,-79,1
-56,-54,-55,-62,-78,-81,1
-52,-56,-56,-62,-83,-83,1
-54,-53,-52,-63,-81,-76,1
-54,-51,-53,-60,-86,-79,1
-52,-52,-51,-64,-84,-84,1
-46,-58,-53,-59,-77,-82,1
-57,-57,-52,-69,-79,-77,1
-61,-51,-44,-63,-79,-76,1
-53,-51,-49,-60,-84,-76,1
-57,-51,-52,-62,-79,-77,1
-54,-49,-46,-64,-85,-77,1
-60,-54,-50,-62,-79,-74,1
-53,-47,-52,-57,-79,-85,1
-48,-56,-53,-61,-80,-79,1
-51,-49,-56,-65,-81,-83,1
-57,-50,-59,-62,-91,-93,1
-53,-50,-55,-59,-86,-81,1
-55,-49,-49,-60,-81,-81,1
-57,-49,-46,-63,-84,-86,1
-52,-48,-48,-62,-85,-78,1
-51,-45,-53,-59,-84,-76,1
-54,-52,-54,-58,-87,-89,1
-54,-51,-50,-66,-87,-85,1
-55,-57,-50,-64,-80,-85,1
-56,-57,-49,-68,-92,-80,1
-57,-54,-47,-66,-79,-79,1
-54,-48,-51,-64,-78,-87,1
-56,-51,-54,-65,-79,-78,1
-59,-51,-48,-67,-79,-79,1
-60,-52,-48,-70,-79,-79,1
-58,-50,-48,-64,-88,-80,1
-54,-51,-47,-66,-88,-80,1
-55,-51,-55,-69,-88,-80,1
-53,-50,-53,-64,-81,-86,1
-60,-51,-46,-63,-84,-77,1
-57,-50,-47,-62,-86,-81,1
-58,-51,-48,-63,-85,-78,1
-58,-51,-48,-63,-88,-80,1
-58,-50,-53,-64,-87,-81,1
-56,-50,-50,-64,-87,-80,1
-52,-51,-51,-74,-86,-80,1
-62,-53,-51,-67,-79,-89,1
-63,-51,-52,-66,-79,-89,1
-61,-51,-52,-66,-80,-89,1
-62,-51,-52,-67,-79,-89,1
-62,-52,-53,-65,-79,-91,1
-60,-52,-55,-61,-85,-85,1
-59,-51,-53,-61,-83,-85,1
-60,-52,-49,-63,-84,-84,1
-57,-57,-52,-62,-86,-84,1
-57,-56,-51,-64,-80,-86,1
-56,-58,-56,-62,-81,-83,1
-55,-58,-50,-63,-81,-86,1
-55,-58,-50,-60,-81,-84,1
-64,-53,-54,-60,-83,-84,1
-63,-57,-55,-58,-79,-85,1
-63,-57,-53,-57,-81,-84,1
-60,-59,-52,-57,-83,-85,1
-60,-56,-54,-59,-84,-85,1
-56,-53,-53,-66,-85,-85,1
-58,-52,-53,-61,-88,-83,1
-55,-53,-52,-57,-81,-86,1
-57,-53,-48,-58,-80,-86,1
-55,-55,-52,-65,-80,-82,1
-56,-51,-50,-61,-83,-81,1
-55,-50,-49,-60,-84,-81,1
-58,-51,-50,-62,-84,-81,1
-54,-54,-50,-61,-82,-84,1
-55,-52,-52,-62,-82,-84,1
-56,-53,-50,-62,-84,-81,1
-55,-51,-49,-62,-86,-84,1
-55,-52,-46,-63,-86,-85,1
-55,-51,-49,-65,-86,-84,1
-54,-51,-49,-63,-87,-84,1
-56,-51,-48,-64,-87,-84,1
-55,-51,-48,-63,-88,-84,1
-56,-51,-46,-63,-86,-82,1
-55,-51,-49,-64,-87,-84,1
-55,-52,-49,-64,-86,-83,1
-54,-52,-49,-63,-86,-81,1
-55,-52,-49,-63,-88,-85,1
-55,-52,-48,-63,-87,-85,1
-57,-53,-49,-61,-88,-85,1
-56,-52,-49,-63,-87,-85,1
-56,-52,-50,-65,-86,-84,1
-56,-51,-50,-65,-87,-82,1
-58,-52,-48,-68,-86,-84,1
-56,-52,-49,-61,-86,-81,1
-55,-52,-50,-61,-86,-84,1
-56,-52,-44,-63,-87,-84,1
-55,-52,-43,-61,-86,-83,1
-57,-52,-49,-60,-84,-83,1
-53,-51,-49,-68,-79,-85,1
-51,-53,-48,-64,-81,-79,1
-58,-49,-51,-59,-89,-79,1
-55,-56,-49,-58,-84,-84,1
-51,-51,-49,-63,-79,-80,1
-57,-53,-47,-57,-80,-83,1
-52,-55,-49,-64,-80,-86,1
-52,-53,-44,-60,-79,-86,1
-54,-53,-45,-68,-75,-84,1
-53,-53,-43,-59,-83,-78,1
-62,-52,-49,-63,-82,-83,1
-57,-53,-43,-64,-81,-85,1
-53,-50,-45,-64,-74,-85,1
-54,-56,-49,-66,-81,-80,1
-53,-55,-52,-57,-86,-86,1
-52,-53,-51,-59,-86,-78,1
-52,-49,-52,-63,-79,-77,1
-52,-51,-55,-60,-80,-76,1
-52,-49,-45,-64,-76,-78,1
-51,-47,-49,-64,-80,-78,1
-53,-50,-52,-65,-80,-78,1
-54,-50,-52,-60,-85,-88,1
-53,-52,-55,-60,-82,-84,1
-56,-55,-51,-62,-78,-82,1
-54,-49,-52,-58,-81,-82,1
-58,-54,-46,-66,-85,-88,1
-55,-59,-51,-58,-87,-81,1
-56,-57,-51,-65,-87,-81,1
-54,-54,-51,-61,-84,-77,1
-49,-57,-49,-61,-82,-86,1
-47,-51,-52,-62,-89,-80,1
-53,-57,-52,-57,-83,-83,1
-48,-52,-52,-59,-81,-82,1
-56,-45,-42,-66,-83,-80,1
-50,-55,-60,-61,-78,-81,1
-50,-55,-49,-54,-85,-76,1
-57,-50,-45,-60,-82,-84,1
-54,-51,-46,-63,-79,-84,1
-52,-49,-43,-57,-80,-79,1
-53,-57,-51,-60,-76,-79,1
-49,-51,-50,-61,-83,-85,1
-54,-52,-52,-63,-83,-85,1
-55,-46,-54,-63,-84,-79,1
-54,-53,-49,-63,-86,-81,1
-57,-52,-51,-62,-86,-81,1
-49,-53,-45,-58,-87,-89,1
-51,-54,-43,-66,-78,-78,1
-53,-51,-42,-63,-79,-88,1
-57,-51,-44,-57,-85,-79,1
-52,-58,-49,-60,-84,-74,1
-56,-47,-52,-58,-88,-76,1
-48,-52,-54,-63,-78,-80,1
-50,-50,-49,-61,-83,-84,1
-47,-54,-53,-59,-83,-84,1
-58,-56,-48,-61,-79,-82,1
-55,-57,-47,-61,-78,-80,1
-50,-51,-44,-60,-83,-79,1
-51,-50,-51,-57,-80,-79,1
-56,-47,-50,-58,-77,-84,1
-58,-51,-43,-65,-80,-80,1
-54,-56,-47,-62,-78,-83,1
-55,-53,-48,-61,-79,-78,1
-57,-52,-44,-67,-78,-75,1
-62,-57,-45,-62,-81,-78,1
-56,-60,-46,-65,-84,-85,1
-55,-53,-50,-63,-79,-86,1
-48,-53,-49,-59,-80,-78,1
-58,-53,-48,-60,-79,-79,1
-45,-50,-48,-61,-79,-84,1
-49,-47,-50,-59,-79,-88,1
-53,-50,-54,-62,-77,-82,1
-54,-55,-55,-60,-74,-78,1
-56,-49,-52,-60,-82,-73,1
-57,-53,-54,-62,-77,-75,1
-54,-49,-59,-63,-78,-80,1
-53,-50,-52,-63,-84,-88,1
-52,-48,-50,-62,-81,-80,1
-53,-51,-50,-66,-82,-82,1
-56,-54,-51,-62,-80,-79,1
-58,-50,-55,-64,-76,-74,1
-47,-52,-56,-61,-77,-77,1
-50,-50,-45,-64,-79,-77,1
-51,-56,-50,-60,-78,-80,1
-50,-52,-49,-63,-80,-85,1
-47,-51,-52,-60,-74,-79,1
-51,-54,-50,-64,-75,-82,1
-52,-53,-49,-64,-77,-83,1
-56,-55,-46,-68,-79,-78,1
-58,-54,-48,-63,-78,-75,1
-51,-59,-46,-60,-80,-82,1
-56,-54,-53,-62,-88,-85,1
-58,-54,-50,-65,-79,-89,1
-51,-53,-54,-68,-88,-84,1
-62,-53,-51,-64,-86,-79,1
-51,-54,-53,-59,-86,-85,1
-68,-48,-56,-63,-80,-77,1
-52,-54,-52,-63,-80,-77,1
-53,-54,-49,-63,-85,-79,1
-54,-54,-54,-62,-85,-78,1
-54,-55,-52,-61,-86,-78,1
-54,-54,-51,-63,-87,-78,1
-53,-56,-49,-62,-83,-80,1
-56,-54,-51,-63,-81,-86,1
-57,-54,-55,-62,-87,-81,1
-54,-52,-56,-60,-85,-73,1
-54,-50,-51,-66,-78,-82,1
-47,-47,-50,-65,-79,-84,1
-54,-44,-52,-56,-79,-79,1
-47,-50,-53,-61,-82,-79,1
-56,-57,-52,-62,-79,-87,1
-55,-50,-53,-62,-78,-84,1
-58,-59,-52,-64,-78,-84,1
-62,-57,-49,-61,-88,-87,1
-59,-54,-55,-60,-84,-87,1
-59,-60,-51,-64,-86,-85,1
-54,-54,-55,-58,-88,-85,1
-58,-50,-56,-64,-81,-81,1
-58,-50,-53,-62,-81,-87,1
-51,-54,-51,-58,-80,-77,1
-54,-53,-51,-61,-77,-80,1
-51,-55,-42,-62,-79,-78,1
-53,-52,-52,-64,-74,-84,1
-55,-52,-47,-65,-83,-91,1
-46,-53,-46,-59,-79,-79,1
-51,-52,-44,-60,-77,-77,1
-53,-51,-43,-64,-74,-77,1
-54,-47,-51,-57,-80,-73,1
-52,-48,-48,-59,-79,-78,1
-51,-50,-53,-64,-79,-78,1
-54,-56,-52,-63,-81,-85,1
-55,-50,-48,-64,-80,-78,1
-56,-51,-47,-62,-79,-85,1
-55,-53,-51,-63,-82,-86,1
-57,-59,-43,-62,-76,-78,1
-53,-52,-50,-61,-79,-83,1
-58,-56,-51,-70,-81,-86,1
-57,-52,-52,-70,-87,-77,1
-60,-51,-54,-61,-86,-87,1
-60,-50,-55,-63,-88,-87,1
-60,-51,-53,-63,-85,-87,1
-58,-51,-51,-62,-84,-85,1
-68,-50,-51,-77,-85,-87,1
